2024/06/26,,,,,,29.90,21400.00,0,0.0,0
2024/06/25,,,,,,29.30,21000.00,0,0.0,0
2024/06/24,,,,,,29.60,20800.00,0,0.0,0
2024/06/21,,,,,,29.50,20200.00,0,0.0,0
2024/06/20,,,,,,32.80,21800.00,0,0.0,0
2024/06/19,,,,,,32.80,21400.00,0,0.0,0
2024/06/18,,,,,,31.20,20000.00,0,0.0,0
2024/06/17,,,,,,31.10,18400.00,0,0.0,0
2024/06/14,,,,,,29.70,19800.00,0,0.0,0
2024/06/13,,,,,,29.80,19000.00,0,0.0,0
2024/06/12,,,,,,30.20,16800.00,0,0.0,0
2024/06/11,,,,,,27.80,15600.00,0,0.0,0
2024/06/10,,,,,,28.60,16000.00,0,0.0,0
2024/06/07,,,,,,26.80,17600.00,0,0.0,0
2024/06/05,,,,,,27.80,17800.00,0,0.0,0
2024/06/04,,,,,,26.90,15800.00,0,0.0,0
2024/06/03,,,,,,27.90,16200.00,0,0.0,0
2024/05/31,,,,,,25.30,14000.00,0,0.0,0
2024/05/30,,,,,,27.70,14200.00,0,0.0,0
2024/05/29,,,,,,28.20,15800.00,0,0.0,0
2024/05/28,,,,,,29.00,18000.00,0,0.0,0
2024/05/27,,,,,,30.30,17800.00,0,0.0,0
2024/05/24,,,,,,25.40,16400.00,0,0.0,0
2024/05/23,,,,,,24.80,18600.00,0,0.0,0
2024/05/22,,,,,,26.60,18200.00,0,0.0,0
2024/05/21,,,,,,25.60,18800.00,0,0.0,0
2024/05/20,,,,,,26.20,19400.00,0,0.0,0
2024/05/17,,,,,,24.90,17800.00,0,0.0,0
2024/05/16,,,,,,25.50,18600.00,0,0.0,0
2024/05/14,,,,,,25.60,18800.00,0,0.0,0
2024/05/13,,,,,,26.90,19000.00,0,0.0,0
2024/05/10,,,,,,25.60,19600.00,0,0.0,0
2024/05/09,,,,,,27.40,20200.00,0,0.0,0
2024/05/08,,,,,,27.50,21800.00,0,0.0,0
2024/05/07,,,,,,27.90,21800.00,0,0.0,0
2024/05/03,,,,,,25.50,18200.00,0,0.0,0
2024/05/02,,,,,,23.80,18600.00,0,0.0,0
2024/04/30,,,,,,25.80,18200.00,0,0.0,0
2024/04/29,,,,,,26.50,17400.00,0,0.0,0
2024/04/26,,,,,,25.90,17400.00,0,0.0,0
2024/04/25,,,,,,25.80,17000.00,0,0.0,0
2024/04/24,,,,,,27.80,19400.00,0,0.0,0
2024/04/23,,,,,,28.50,16400.00,0,0.0,0
2024/04/22,,,,,,29.60,17000.00,0,0.0,0
2024/04/19,,,,,,26.90,18400.00,0,0.0,0
2024/04/18,,,,,,26.60,20200.00,0,0.0,0
2024/04/17,,,,,,26.90,19600.00,0,0.0,0
2024/04/16,,,,,,26.00,20600.00,0,0.0,0
2024/04/15,,,,,,25.50,22800.00,0,0.0,0
2024/04/12,,,,,,26.30,24400.00,0,0.0,0
2024/04/11,,,,,,27.20,24800.00,0,0.0,0
2024/04/09,,,,,,25.40,24200.00,0,0.0,0
2024/04/08,,,,,,26.30,25200.00,0,0.0,0
2024/04/05,,,,,,25.20,25200.00,0,0.0,0
2024/04/04,,,,,,30.00,26000.00,0,0.0,0
2024/04/03,,,,,,30.10,25000.00,0,0.0,0
2024/04/02,,,,,,29.40,25800.00,0,0.0,0
2024/04/01,,,,,,26.10,22800.00,0,0.0,0
2024/03/29,,,,,,25.70,23200.00,0,0.0,0
2024/03/28,,,,,,27.20,21600.00,0,0.0,0
2024/03/27,,,,,,27.20,20400.00,0,0.0,0
2024/03/26,,,,,,29.30,20600.00,0,0.0,0
2024/03/25,,,,,,26.60,18800.00,0,0.0,0
2024/03/22,,,,,,27.40,19600.00,0,0.0,0
2024/03/21,,,,,,28.40,20000.00,0,0.0,0
2024/03/20,,,,,,27.90,17800.00,0,0.0,0
2024/03/19,,,,,,21.20,13600.00,0,0.0,0
2024/03/18,,,,,,21.50,13600.00,0,0.0,0
2024/03/15,,,,,,19.80,13000.00,0,0.0,0
2024/03/14,,,,,,20.60,15000.00,0,0.0,0
2024/03/13,,,,,,19.90,14800.00,0,0.0,0
2024/03/12,,,,,,20.10,14000.00,0,0.0,0
2024/03/11,,,,,,21.20,13200.00,0,0.0,0
2024/03/08,,,,,,20.30,14000.00,0,0.0,0
2024/03/07,,,,,,18.80,13000.00,0,0.0,0
2024/03/06,,,,,,20.30,13600.00,0,0.0,0
2024/03/05,,,,,,20.50,14400.00,0,0.0,0
2024/03/04,,,,,,23.10,15800.00,0,0.0,0
2024/02/29,,,,,,20.00,14200.00,0,0.0,0
2024/02/28,,,,,,20.50,14000.00,0,0.0,0
2024/02/27,,,,,,21.20,13800.00,0,0.0,0
2024/02/26,,,,,,22.10,13800.00,0,0.0,0
2024/02/23,,,,,,21.90,14000.00,0,0.0,0
2024/02/22,,,,,,21.40,14000.00,0,0.0,0
2024/02/21,,,,,,22.10,14000.00,0,0.0,0
2024/02/20,,,,,,21.70,14400.00,0,0.0,0
2024/02/19,,,,,,23.10,14800.00,0,0.0,0
2024/02/16,,,,,,21.30,13800.00,0,0.0,0
2024/02/15,,,,,,22.10,14200.00,0,0.0,0
2024/02/14,,,,,,21.80,15000.00,0,0.0,0
2024/02/13,,,,,,23.30,16200.00,0,0.0,0
2024/02/08,,,,,,22.40,15200.00,0,0.0,0
2024/02/07,,,,,,22.70,16000.00,0,0.0,0
2024/02/06,,,,,,24.20,15600.00,0,0.0,0
2024/02/05,,,,,,22.10,15400.00,0,0.0,0
2024/02/02,,,,,,23.10,16400.00,0,0.0,0
2024/02/01,,,,,,21.90,14800.00,0,0.0,0
2024/01/31,,,,,,23.40,14200.00,0,0.0,0
2024/01/30,,,,,,23.90,15600.00,0,0.0,0
2024/01/29,,,,,,24.20,15800.00,0,0.0,0
2024/01/26,,,,,,22.40,14600.00,0,0.0,0
2024/01/25,,,,,,24.70,15600.00,0,0.0,0
2024/01/24,,,,,,24.40,15400.00,0,0.0,0
2024/01/23,,,,,,23.70,16400.00,0,0.0,0
2024/01/22,,,,,,23.20,16400.00,0,0.0,0
2024/01/19,,,,,,21.70,15800.00,0,0.0,0
2024/01/18,,,,,,23.00,13400.00,0,0.0,0
2024/01/17,,,,,,23.10,12800.00,0,0.0,0
2024/01/16,,,,,,22.60,14200.00,0,0.0,0
2024/01/15,,,,,,21.40,15200.00,0,0.0,0
2024/01/12,,,,,,21.60,14600.00,0,0.0,0
2024/01/11,,,,,,23.20,14800.00,0,0.0,0
2024/01/10,,,,,,24.10,15200.00,0,0.0,0
2024/01/09,,,,,,35.60,17800.00,0,0.0,0
2024/01/08,,,,,,27.50,18200.00,0,0.0,0
2024/01/05,,,,,,24.20,18000.00,0,0.0,0
2024/01/04,,,,,,23.30,18000.00,0,0.0,0
2024/01/03,,,,,,22.70,18400.00,0,0.0,0
2024/01/02,,,,,,23.80,20800.00,0,0.0,0
2023/12/28,,,,,,20.20,19600.00,0,0.0,0
2023/12/27,,,,,,19.00,19000.00,0,0.0,0
2023/12/26,,,,,,20.30,17400.00,0,0.0,0